,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment
1297,RT PriapusIQ: Wheat prices foretelling wider unrest Ukraines spring planting written off Russias export ban on Fertiliser (who ,Ukraine,-0.5574,0.0,0.175,Russia,0,0,0,0,0,-1
1298,"RT AnnickQuemper: Guerre en Ukraine : le rouleau compresseur russe risque de finir par passer, selon le chef dtatmajor des armes h ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1299,"RT JoJoFromJerz: So Rubio tweeted a screenshot when he wasnt supposed to, and Rick Scott had to be told by President Zelensky to mute him ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
1300,Blinken vows US support to wary Moldova as Ukraine war rages https://t.co/K6LRP6wlXK ,Ukraine,-0.6486,0.144,0.374,0,0,0,0,0,0,-1
1301,"RT Kasparov63: Incredible story. A Russian pilot shot down in Ukraine appears to be one who posed with Putin amp Assad in Syria (on right), ",Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1302,RT PhilAMellows: A algunos sorprender la retrica de Putin y su lucha contra el fascismo como coartada para cometer cualquier tropela o ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1303,blaccbrit1911 GHutchschoolof1 Ukraine has been bombing Donbas since 2014 killing thousands. Their armed forces ar https://t.co/82M5bOzHnR ,Ukraine,-0.6597,0.0,0.227,0,0,0,0,0,0,-1
1304,WanderingGypsee MrsT106 The Biden crime family is making millions from Ukraine oil. Remember when Biden got the p https://t.co/EZmaIKFAfN ,Ukraine,-0.5423,0.0,0.171,0,0,0,0,0,0,-1
1305,"TarquinHelmet Reevellp Good observation, yet another scam out of Putins little scam factory ",Putin,-0.6705,0.143,0.365,0,0,0,0,0,0,-1
1306,RT Independent: France accuses UK of lack of humanity after 150 Ukraine refugees turned away at Calais https://t.co/vHUgjMOrgq ,Ukraine,-0.5719,0.0,0.227,0,0,0,0,0,0,-1
1307,Tarde. Ya Putin acab con el covid https://t.co/Q3GCvKOfVb ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1308,RT thehill: Zelensky says Ukraine receiving more SpaceX internet stations for destroyed cities https://t.co/oiPYMGD5M0 https://t.co/twbR… ,Ukraine,-0.4939,0.0,0.186,Zelensky,0,0,0,0,0,-1
1309,"Burmese people in Japan protested against the SAC Terrorists Council, and showed their solidarity with Ukraine in T https://t.co/b9zkES3F1t ",Ukraine,-0.5267,0.096,0.246,0,0,0,0,0,0,-1
1310,"RT AFP: UPDATE Ukraines President Volodymyr Zelensky has warned that Russian forces are preparing to shell Odessa, a historic port city ",Ukraine,-0.2732,0.0,0.1,Zelensky,Russian,Russia,0,0,0,-1
1311,SenStabenow Ukraine needs weapons and humanitarian assistance to defend against Putin. Stop innocent civilian dea https://t.co/paZiUjsnIM ,Putin,-0.4019,0.117,0.249,Ukraine,0,0,0,0,0,-1
1312,"RT supertanskiii: The Tories arent using the Trump handbook, theyre using the Putin playbook of nationwide gaslighting, propaganda and a ",Putin,-0.25,0.0,0.1,0,0,0,0,0,0,-1
1313,"RT KyivIndependent: Zelensky says that Ukraine is in possession of maps and records, obtained from those captured. They are planning t ",Ukraine,0.0,0.0,0.0,Kyiv,Zelensky,0,0,0,0,-1
1314,"RT WZylm: Putin: Zawieszenie operacji specjalnej w Ukrainie moliwe tylko wtedy, gdy Kijw zaprzestanie walk i speni rosyjskie dania ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1315,RT TheAfricanHub: Who gave Nato the right to kill Muammar Gaddafi Vladimir Putin https://t.co/LIDGhtfe2j ,Putin,-0.6908,0.0,0.266,0,0,0,0,0,0,-1
1316,"Pehledn grafika raket a stel, kter byly doposud doloiteln pouit bhem rusk invaze na Ukraine. Na ukrajins https://t.co/R3gcVMjfAl ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1317,"RT MENAdresse: FLASH Alors que la Russie affirme combattre le nazisme en Ukraine, une passe darmes a eu lieu entre les ambas ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1318,RT UAWeapons: Ukraine: A convoy of the 36th Marine Brigade of the Ukrainian Army was ambushed on the border of Donbass and Zaporozhye ob ,Ukraine,0.0,0.0,0.0,Ukrainian,0,0,0,0,0,-1
1319,"RT Ewalds6: La desgracia de Putin, curiosamente, puede ser la suerte de Maduro. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1320,RT oryxspioenkop: Sometimes photos need no words. Ukraine https://t.co/gE3NMhRvyf ,Ukraine,-0.296,0.0,0.216,0,0,0,0,0,0,-1
1321,RT AVindman: The longer this war continues the greater the risks of U.S. and NATO involvement. America Must Do More to Help Ukraine Fight ,Ukraine,-0.5922,0.162,0.276,NATO,0,0,0,0,0,-1
1322,"RT kamilkazani: Lets discuss whats happening in Russia. To put it simply, its going full fascist. Authorities launched a propaganda ca ",Russia,-0.6249,0.062,0.232,0,0,0,0,0,0,-1
1323,"RT hojeno: Apesar da ameaa do Putin, que disse que responsabilizar diretamente o pas proprietrio, a OTAN disse que tem luz verde pav ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1324,"RT BarbeariaPoian: Oligarca ucraniano Ihor Kolomoisky, que tem laos estreitos com o presidente Zelensky e financiou seus programas de TV, ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
1325,"RT MarinaPurkiss: My husband turned to me last night Were fcked arent we Why do you say that Whats going on in Ukraine, and ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1326,RT 39Alun: Les mdias glorifient les 40 000 manifestants pro Ukraine dhier. Alors que pour dfendre les liberts fondamentales daller e ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1327,"Wegbereiter fr Deutschlands Energiewende, Wladimir Putin. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1328,RT KyivIndependent: CNN: Chinas Foreign Minister Wang Yi said the evolution of the situation in Ukraine is something China does not wa ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
1329,RT SkyNews: Over 200 children left their orphanage in Zaporizhzhia on the day Russian troops attacked a nearby nuclear power station. Rus ,Russian,-0.4588,0.0,0.13,Russia,0,0,0,0,0,-1
1330,RT HannaLiubakova: Russia More than 2000 people have been detained in Russia during antiwar protests. This is Moscow. This man is singin ,Russia,-0.5574,0.0,0.187,0,0,0,0,0,0,-1
1331,"RT Kasparov63: Incredible story. A Russian pilot shot down in Ukraine appears to be one who posed with Putin amp Assad in Syria (on right), ",Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1332,"RT KyivIndependent: Kuleba: 20,000 foreigners volunteer to fight Russia. Ukrainian Foreign Minister Dmytro Kuleba said the foreigners ",Ukrainian,-0.3818,0.0,0.14,Kyiv,Russia,0,0,0,0,-1
1333,"netnrd Der Unterschied ist, dass der aktuelle Kriegstreiber Putin die Mglichkeit hat auch uns zu treffen. Assad h https://t.co/GTSV3Rj9Iu ",Putin,-0.5994,0.0,0.187,0,0,0,0,0,0,-1
1334,"RT WIONews: The Ukraine conflict has been westsplained enough. On GravitasPlus, palkisu tells you how Western arrogance amp NATOs exp ",Ukraine,-0.6908,0.0,0.241,NATO,0,0,0,0,0,-1
1335,F you Vladimir Putin you disgusting murderer. https://t.co/GQ6tdJqi1m ,Putin,-0.8402,0.0,0.615,0,0,0,0,0,0,-1
1336,"eixopolitico Devem ser o MBL de l tentando boicotar o Putin com apoio da Cia . A maioria do povo t com Putin , p https://t.co/UgqcMhMMjs ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1337,"RT taharudddin: 5 hari Putin menyerang Ukraina dituduh penjahat, Israel 70 tahun merampas kesempatan hidup warga Palestina mereka diam, du ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1338,RT OccupyDemocrats: BREAKING NEWS: President Bidens Department of State announces that NATO countries now have the greenlight to send ,NATO,0.0,0.0,0.0,0,0,0,0,0,0,-1
1339,Former Ukraine PM about the situation and Putin... Ukraien UkraineConflict UkraineWillResist https://t.co/sWLz23uPTK ,Putin,0.0,0.0,0.0,Ukraine,0,0,0,0,0,-1
1340,"RT KyivIndependent: Russia to stop war only if Ukraine surrenders, meets Russias demands. Vladimir Putin said that Russia is ready t ",Putin,-0.5574,0.098,0.238,Ukraine,Kyiv,Russia,0,0,0,-1
1341,RT OccupyDemocrats: BREAKING NEWS: President Bidens Department of State announces that NATO countries now have the greenlight to send ,NATO,0.0,0.0,0.0,0,0,0,0,0,0,-1
1342,Thousands of Russians joined antiwar rallies across the country on Sunday in a striking show of the pentup anger i https://t.co/1MNUt91Khf ,Russian,-0.5719,0.0,0.171,Russia,0,0,0,0,0,-1
1343,RT KayJunge: Tag 11 des UkraineKrieges durch Russland Russia RussiaToday: In Moskau Moscow zeigen Protestanten das sie gegen d ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1344,"RT PabloIglesias: Esto es lo que decan de Putin, a propsito de Ucrania, Marhuenda y Ferreras el 17 de marzo de 2014 https://t.co/Z8FMv… ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1345,"RT Numbers28: How will Russia be able to climb out of the economic hole that the Butcher, Putin, has placed his nation in Afghanistan bro ",Putin,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1346,RT frankpallotta: SNL kicked off this weeks episode with a Fox News Ukrainian Invasion Celebration Spectacular. Kate McKinnons Laura ,Ukrainian,0.0,0.0,0.0,0,0,0,0,0,0,-1
1347,RT TrentTelenko: This is a really nice civil engineering amp vehicle barrier thread starting with an observation about how Ukraine is block ,Ukraine,-0.079,0.121,0.173,0,0,0,0,0,0,-1
1348,RT LatestAnonPress: People take to the streets of Moscow right now to protest for the end of the war in Ukraine. UkraineRussianWar St ,Ukraine,-0.7096,0.0,0.219,Russian,Russia,UkraineRussianWar,0,0,0,-1
1349,spectatorindex Ukrainians enemies shall perish Ukraine shall flourish Enemies will not have a final say For https://t.co/ebKhMyA0Es ,Ukraine,-0.7506,0.0,0.314,Ukrainian,0,0,0,0,0,-1
1350,RT crowsandgables: kauljade And this whole antiRussian thing is genuinely concerning Im completely against Putin and the government b ,Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1351,Trump calls for US to put Chinese flags on fighter jets and bomb the s out of Russia https://t.co/Or7ZAk00bO SmartNews ,Russia,-0.3818,0.073,0.147,0,0,0,0,0,0,-1
1352,"RT olexscherba: Video of a civilian family killed today while evacuating in Irpin. Right next to a burning church. Wherever Putin comes, ",Putin,-0.6705,0.0,0.191,0,0,0,0,0,0,-1
1353,"RT KyivIndependent: Russia to stop war only if Ukraine surrenders, meets Russias demands. Vladimir Putin said that Russia is ready t ",Putin,-0.5574,0.098,0.238,Ukraine,Kyiv,Russia,0,0,0,-1
1354,RT ladrondestino01: Los que defienden al Putin humanitario dibujan al planeta Tierra con una regla y no con un comps ,Putin,-0.296,0.0,0.109,0,0,0,0,0,0,-1
1355,RT ThatTimWalker: Embarrassing to see how rolls out the red carpet for these bloodsoaked mates of Putin. https://t.co/TBiklUVXqq ,Putin,-0.3818,0.0,0.133,0,0,0,0,0,0,-1
1356,"RT LThinkTank: RUSSIE UKRAINE Le Prsident franais, Emmanuel Macron, a de nouveau eu un entretien tlphonique avec le Pr ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1357,"RT OlgaNYC1211: In the 20 years of reading Russian media under Putin, I can honestly say I have never seen it this bad. They are inventin ",Putin,-0.2789,0.103,0.142,Russian,Russia,0,0,0,0,-1
1358,uaparliament ZelenskyyUa Ukraine wants WW3 ,Ukraine,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
1359,SenWhitehouse Ukraine needs weapons and humanitarian assistance to defend against Putin. Stop innocent civilian d https://t.co/1ot7XXhmwf ,Putin,-0.4019,0.123,0.262,Ukraine,0,0,0,0,0,-1
1360,RT kinleybrenda: Marco Rubio Why in the world would you be so defiant amp shameless to tweet a screenshot of zoom call with Zelensky when ,Zelensky,-0.6316,0.0,0.19,0,0,0,0,0,0,-1
1361,RT acompanadoel: TVE1: Gonzlez Pons pidiendo a Snchez que rompa el gobierno de coalicin porque sus socios apoyan a Putin. Lo de siemp ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1362,"RT yxo7: , . Russia is shelling us.Russia is kil ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1363,"RT business: Danone has suspended its plans to invest in Russia following the invasion of Ukraine, said General Secretary Laurent Sacchi h ",Ukraine,-0.4767,0.0,0.134,Russia,0,0,0,0,0,-1
1364,RT RealCalvin1: What if Putin isnt invading a country but destroying corruption ,Putin,-0.7096,0.0,0.329,0,0,0,0,0,0,-1
1365,"RT hackingbutlegal: This, out of Ukraine, is 100 one of the most incredible videos I have ever seen. This Russian POW has the heart of ",Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1366,keanadlop anotherouatw patriciajaniot Sabes lo que actualmente est haciendo Putin... No es de una persona cuer https://t.co/XRfiO36oVX ,Putin,-0.296,0.0,0.121,0,0,0,0,0,0,-1
1367,RT MassimoMalvest1: Torinosky. I manifestanti che protestano contro il Governo vengono massacrati dalla polizia. (Purtroppo c Putin al ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1368,"RT MarianoGiustino: una bomba russa da 500 kg,caduta su un edificio residenziale a Chernihiv,nord Kiev, e non esplosa. Se fosse espl ",Kiev,0.0,0.0,0.0,0,0,0,0,0,0,-1
1369,"RT Agenda2030: Dice mi Pedro Snchez que vienen tiempos muy duros por culpa de la guerra de Putin, que los peores datos econmicos son po ",Putin,-0.5574,0.0,0.13,0,0,0,0,0,0,-1
1370,I have no idea how many viable airfields the Ukrainians have but if Russia begins throwing more weight behind their https://t.co/98aUi7xdOC ,Ukrainian,-0.1531,0.0,0.078,Russia,0,0,0,0,0,-1
1371,"JumboElliott76 And maybe, in return, Putin would spill everything about his control over Trump, his cyberwarriors https://t.co/v91HsL5VQC ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1372,RT 4FMamba: Deberamos hacer una caravana en apoyo a Rusia Y camisas que digan: Putin te Amo ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1373,"RT VarunKrRana: After Russia and Ukraine war, Indian liberals have stopped tagging Joe Biden and Kamala Harris to take action against Modi ",Ukraine,-0.7003,0.0,0.225,Russia,0,0,0,0,0,-1
1374,"aplusk Russian troops are shelling the Zaporozhye nuclear power plant and if a catastrophe occurs, it will take th https://t.co/ExdyIgi4ZA ",Russian,-0.6597,0.0,0.196,Russia,0,0,0,0,0,-1
1375,RT Amitafamitaf2: Medic4allHuman Un conflit en Ukraine pour touffer tout cela entre autre chose ,Ukraine,-0.128,0.0,0.103,0,0,0,0,0,0,-1
1376,RT HowleyReporter: My position has always been that I do not care about the SorosCIA vassal state of Ukraine and if I had to choose then ,Ukraine,-0.3875,0.0,0.103,0,0,0,0,0,0,-1
1377,"RT jazzaoxon: NadineDorries Ukraine needs actions from him not words. Sanction all russian money, banks, financial services, lawyers, acc ",Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1378,"RT AmySiskind: Saluting the thousands of courageous Russian citizens who protested Putins war today, despite knowing their safety was at ",Putin,-0.5158,0.125,0.285,Russian,Russia,0,0,0,0,-1
1379,"Come on, Switzerland Send them back to Russia. https://t.co/pzyD4zZlJt ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1380,"This is the Azov Battalion, the militia allied to the Zelensky regime. They are known to be actual neoNazis amp th https://t.co/EWyqM0rGMl ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
1381,NickCeausescu CTVNews that POS Victoria Nudleman deserves forced labor camp Shes responsible for what is going on in Ukraine ,Ukraine,-0.1779,0.103,0.135,0,0,0,0,0,0,-1
1382,RT zagristot: Anonymous a hack les chaine dtat russe et y a diffus des images de ce qui se passe en Ukraine ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1383,RT NewVoiceUkraine: The truth is reflected in Putins kettle no meetings with stewardesses can be seen there. Just an empty office. ht ,Putin,-0.1779,0.091,0.158,Ukraine,0,0,0,0,0,-1
1384,"RT copterchief: .NATO If we cant establish a nofly zone over Ukraine, get Ukrainian pilots MiGs amp Sukhoi to fly Theres thousands of ",Ukraine,0.0,0.0,0.0,Ukrainian,NATO,0,0,0,0,-1
1385,KremlinRussia Putin has started WW III for nothing https://t.co/4GCCq1jQYl ,Putin,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1386,RT YourAnonTV: JUST IN: Russian state TV channels have been hacked by Anonymous to broadcast the truth about what happens in Ukraine. ,Ukraine,-0.1027,0.092,0.108,Russian,Russia,0,0,0,0,-1
1387,RT GeorgePapa19: Ukraine can really use those weapons we left behind for the Taliban ,Ukraine,-0.4877,0.0,0.196,0,0,0,0,0,0,-1
1388,"RT UKRtoken: Zelensky: Hoy, una familia de cuatro, padres y dos hijos, fueron asesinados en Irpin cuando intentaban abandonar la ciuda ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
1389,RT thehill: US and allies discussing potential for Ukraine government in exile: report https://t.co/zdLI8mzeJi https://t.co/5FtYLF5XyM ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1390,"RT hackingbutlegal: This, out of Ukraine, is 100 one of the most incredible videos I have ever seen. This Russian POW has the heart of ",Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1391,RT YourAnonNews: The hacking collective Anonymous hacked into the Russian streaming services Wink and Ivi (like Netflix) and live TV chan ,Russian,-0.4019,0.0,0.119,Russia,0,0,0,0,0,-1
1392,"RT AaronParnas: Over the next several days, Russia will likely launch an all out assault on Kyiv, Ukraine. Kyiv will not fall. Ukraine w ",Ukraine,-0.5859,0.0,0.147,Kyiv,Russia,0,0,0,0,-1
1393,RT TheStudyofWar: Russian forces in Ukraine may have entered a possibly brief operational pause as they prepare to resume operations aga ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1394,"RT TBomsta: Over the last several days, Ukrainian counterattacks have pushed Russian forces a minimum of 25km away from the city center. ",Ukrainian,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
1395,KyivIndependent Syrians dont know sh)(amp about Ukraine ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
1396,"RT michabloss: 1 Mrd. Euro gehen jeden Tag an Putin fr Kohle, l und Gas. Angesichts der brutalen Kriegsverbrechen durch Putin msse ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1397,IamKaraTom nextatv VOANews Putin may suck their 3000 dicks. ,Putin,-0.4404,0.0,0.266,0,0,0,0,0,0,-1
1398,RT YourAnonNews: The hacking collective Anonymous hacked into the Russian streaming services Wink and Ivi (like Netflix) and live TV chan ,Russian,-0.4019,0.0,0.119,Russia,0,0,0,0,0,-1
1399,RT JackPosobiec: Biden is buying Russian oil while sending aid to Ukraine. Hes actually funding both sides of the conflict ,Ukraine,-0.3182,0.0,0.108,Russian,Russia,0,0,0,0,-1
1400,elonmusk Maybe start using some more coal in the interim. Anything to get away from reliance on Putin. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1401,RT OccupyDemocrats: BREAKING: Ukrainian President Zelensky puts Putin and his accomplices on notice that Ukraine will punish every scum w ,Putin,-0.5267,0.0,0.159,Ukraine,Ukrainian,Zelensky,0,0,0,-1
1402,RT anluma99: Snchez advierte de un conflicto largo con Putin que marcar a las actuales generaciones: Vienen tiempos duros ( publico ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1403,RT UkraineNewsUK: Former Canadian elite sniper nicknamed Wali arrived in Ukraine on Wednesday to fight alongside Ukrainian forces. S ,Ukraine,-0.3818,0.0,0.133,Ukrainian,0,0,0,0,0,-1
1404,RT UkraineNews22: Give this man a medalZelenskyy Ukraine UkraineRussianWar RussianUkrainianWar UkraineUnderAttak https://t.co/Jf… ,Ukraine,0.0,0.0,0.0,Ukrainian,Zelensky,Russian,Russia,UkraineRussianWar,0,-1
1405,"RT igorsushko: Putin is right now the weakest and most vulnerable he has ever been, hiding in a bunker in the Urals. He does not have mi ",Putin,-0.7713,0.0,0.251,0,0,0,0,0,0,-1
1406,RT AMFChina: Germany should shut down Nordstream1 immediately. Not a single cent more for Putins war machine. RT if you agree. https:… ,Putin,-0.3947,0.097,0.162,0,0,0,0,0,0,-1
1407,RT andersaslund: Putin appears to want to bomb Kyiv back to the stone age in the next few days. That is the only skill he retains. He did ,Putin,-0.4404,0.043,0.105,Kyiv,0,0,0,0,0,-1
1408,RT YourAnonTV: JUST IN: The hacking collective Anonymous today hacked into the Russian streaming services Wink and Ivi (like Netflix) and ,Russian,-0.4019,0.0,0.119,Russia,0,0,0,0,0,-1
1409,"RT MuellerSheWrote: I keep saying, why do we think a nofly zone is the red line Its not. Putin has already said our sanctions were an a ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
